,RR-2D-xy,RR-2D-xy,RR-2D-xy,RR-2D-xy,RR-2D-xy,RR-2D-xy,RR-2D-xy,RR-2D-xy,DET-2D-xy,DET-2D-xy,DET-2D-xy,DET-2D-xy,DET-2D-xy,DET-2D-xy,DET-2D-xy,DET-2D-xy,ENT-2D-xy,ENT-2D-xy,ENT-2D-xy,ENT-2D-xy,ENT-2D-xy,ENT-2D-xy,ENT-2D-xy,ENT-2D-xy
,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max
Group,,,,,,,,,,,,,,,,,,,,,,,,
AD,100.0,0.10914314708471322,0.03075670672927882,0.0628325165424,0.08973046634065446,0.10302805376257615,0.11938122010125488,0.2239048134126555,100.0,0.788253565201582,0.06394259382654233,0.6367432150313153,0.7499250299880048,0.7874496165702176,0.8205265746828434,0.9526903662334872,100.0,2.212454400926257,0.38575748843424723,1.538404276701,1.9461151117740962,2.153313126588915,2.380424003718958,3.448620734800933
Control,100.0,0.1919211973950189,0.13425564461678013,0.0794444444444444,0.11166496816357575,0.13499473625595565,0.17337733761878785,0.658561862244898,100.0,0.9167212262198825,0.05741857562103695,0.7238493723849372,0.8974472262490344,0.9259854710015483,0.9551776036740255,0.9930546942825252,100.0,3.131707174482126,0.7125484487483603,1.6074739244334917,2.709197936351837,3.012313733765462,3.547632335899848,4.920392276848971
MCI,105.0,0.15471489483007125,0.07535844367251544,0.0764467426346196,0.10858154296875,0.1373884913243799,0.1698948331047096,0.4991873278236914,105.0,0.8570263210208348,0.06788363065648981,0.6948356807511737,0.8072289156626506,0.8553583168967784,0.9128590707538076,0.981760785689232,105.0,2.5849239080867874,0.6468076092993876,1.5757870889494836,2.108590789043016,2.415908491702491,2.9307787638536857,4.400867970744836
