,RR-2D-xy,RR-2D-xy,RR-2D-xy,RR-2D-xy,RR-2D-xy,RR-2D-xy,RR-2D-xy,RR-2D-xy,DET-2D-xy,DET-2D-xy,DET-2D-xy,DET-2D-xy,DET-2D-xy,DET-2D-xy,DET-2D-xy,DET-2D-xy,ENT-2D-xy,ENT-2D-xy,ENT-2D-xy,ENT-2D-xy,ENT-2D-xy,ENT-2D-xy,ENT-2D-xy,ENT-2D-xy
,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max
Group,,,,,,,,,,,,,,,,,,,,,,,,
AD,100.0,0.04432927511036227,0.01490324290596627,0.0249198853094957,0.0339427668456676,0.041024382967771444,0.04879169865695138,0.1021436184117919,100.0,0.6787610705887195,0.07333898781082061,0.5331491712707183,0.6294502891381593,0.6786104530569259,0.721330719971273,0.8761689142632149,100.0,1.767003115776251,0.34710877653926625,1.0401307079617033,1.5477120174930428,1.7198253883525054,1.8922046662537648,2.685390813027888
Control,100.0,0.10282300249493594,0.068294850632999,0.0488888888888888,0.06315265499141372,0.07505140572731919,0.1043343386879986,0.3840880102040816,100.0,0.8423316469137258,0.07408587136917655,0.5771812080536913,0.8212018755183405,0.855072463768116,0.8887517690617074,0.9593826157595452,100.0,2.3791463957107517,0.5736550347903461,0.7742433029172697,2.088607289298853,2.4172063575246434,2.7258485106091594,3.721480725359551
MCI,105.0,0.07207633656044382,0.03394160657984871,0.0287136501736111,0.0480158459121644,0.0653764973547874,0.0836873989199857,0.2193755739210284,105.0,0.7518716380618291,0.08460130471502043,0.5657492354740061,0.6880103137086377,0.7540603248259861,0.799566754075932,0.9464782379914304,105.0,1.973769684946587,0.5199181679907177,0.8225746626043482,1.637640492197537,1.9077170411355608,2.3212559874064618,3.684318004126279
