x,y,z,abs_datetime,milliseconds,time_diff,x_deg,y_deg,x_deg_diff,y_deg_diff,dist_deg,velocity_deg_s,avg_velocity_deg_s,ROI,SequenceID,EnterExitFlag
0.098935,0.7748659999999999,0.0,2025-01-23 15:21:10.767,367.0,122.0,-24.0639,16.491959999999995,-3.231829999999998,-0.7310800000000022,3.313488058723012,0.0,38.033019623519685,INST_n2q5_1a,1,Enter
0.090794,0.785165,0.0,2025-01-23 15:21:10.889,489.0,122.0,-24.55236,17.1099,-0.5698700000000017,0.7209300000000027,0.918962394116324,6.4564102631123514,38.033019623519685,INST_n2q5_1a,1,
0.2737889999999999,0.785179,0.0,2025-01-23 15:21:11.011,611.0,122.0,-13.572660000000006,17.110739999999996,12.809649999999998,0.0009799999999984,12.80965003748736,89.99754124698377,38.033019623519685,INST_n2q5_1a,1,
0.3301429999999999,0.767586,0.0,2025-01-23 15:21:11.133,733.0,122.0,-10.191420000000006,16.05516,3.94478,-1.2315099999999966,4.132542332330062,29.034255262272094,38.033019623519685,INST_n2q5_1a,1,
0.3460499999999999,0.775317,0.0,2025-01-23 15:21:11.256,856.0,123.0,-9.237000000000005,16.51902,1.1134900000000003,0.541170000000001,1.2380326930255123,8.627405526310191,38.033019623519685,INST_n2q5_1a,1,Exit
0.208435,0.619154,0.0,2025-01-23 15:21:11.378,978.0,122.0,-17.493899999999996,7.149239999999999,-9.633049999999995,-10.931410000000003,14.57022226634172,102.36690116867713,38.033019623519685,BG_n2q5,0,
0.120293,0.5866669999999999,0.0,2025-01-23 15:21:11.500,1100.0,122.0,-22.782420000000002,5.200019999999997,-6.16994,-2.274090000000003,6.575685890589667,46.19919829454103,38.033019623519685,INST_n2q5_1b,2,Enter
0.108084,0.588074,0.0,2025-01-23 15:21:11.622,1222.0,122.0,-23.51496,5.284439999999999,-0.8546300000000038,0.0984900000000035,0.8602864156779456,6.044166854880126,38.033019623519685,INST_n2q5_1b,2,
0.104169,0.572256,0.0,2025-01-23 15:21:11.744,1344.0,122.0,-23.749859999999998,4.33536,-0.274049999999999,-1.10726,1.1406700268263386,8.014075129927432,38.033019623519685,INST_n2q5_1b,2,Exit
0.329401,0.606136,0.0,2025-01-23 15:21:11.867,1467.0,123.0,-10.23594,6.3681600000000005,15.766240000000003,2.371600000000001,15.94361346425584,111.10532030840304,38.033019623519685,BG_n2q5,0,
