x,y,z,abs_datetime,milliseconds,time_diff,x_deg,y_deg,x_deg_diff,y_deg_diff,dist_deg,velocity_deg_s,avg_velocity_deg_s,ROI,SequenceID,EnterExitFlag
0.153563,0.770609,0.0,2025-01-23 15:20:16.275,365.0,121.0,-20.78622,16.236539999999998,-3.522189999999995,2.3380699999999983,4.227575395069845,0.0,35.47722659264969,INST_n2q2_1,1,Enter
0.3084719999999999,0.695106,0.0,2025-01-23 15:20:16.398,488.0,123.0,-11.491680000000006,11.70636,10.843629999999996,-5.285209999999996,12.063074082546285,84.06323402471277,35.47722659264969,INST_n2q2_1,1,
0.3205179999999999,0.689673,0.0,2025-01-23 15:20:16.520,610.0,122.0,-10.768920000000005,11.380379999999999,0.8432200000000005,-0.3803100000000015,0.9250165752568988,6.4989454936081925,35.47722659264969,INST_n2q2_1,1,Exit
0.451291,0.636258,0.0,2025-01-23 15:20:16.642,732.0,122.0,-2.92254,8.17548,9.15411,-3.7390500000000015,9.888287252836056,69.47274416512452,35.47722659264969,BG_n2q2,0,
0.458802,0.6821929999999999,0.0,2025-01-23 15:20:16.764,854.0,122.0,-2.4718800000000005,10.931579999999997,0.5257699999999993,3.215449999999997,3.2581517452997764,22.890995868616688,35.47722659264969,INST_n2q2_1,2,Enter
0.453082,0.712554,0.0,2025-01-23 15:20:16.887,977.0,123.0,-2.815080000000001,12.753240000000002,-0.4004000000000002,2.1252700000000075,2.162658718545308,15.070792463730356,35.47722659264969,INST_n2q2_1,2,
0.4174989999999999,0.690724,0.0,2025-01-23 15:20:17.009,1099.0,122.0,-4.950060000000006,11.44344,-2.4908100000000024,-1.528100000000002,2.922195076667541,20.530644566750894,35.47722659264969,INST_n2q2_1,2,
0.417678,0.680816,0.0,2025-01-23 15:20:17.131,1221.0,122.0,-4.93932,10.848959999999998,0.012530000000003,-0.6935600000000015,0.6936731755661323,4.873582029738645,35.47722659264969,INST_n2q2_1,2,
0.555835,0.671393,0.0,2025-01-23 15:20:17.253,1343.0,122.0,3.350099999999998,10.28358,9.670989999999998,-0.6596099999999971,9.693458254524025,68.10392216293226,35.47722659264969,INST_n2q2_1,2,
0.567886,0.670049,0.0,2025-01-23 15:20:17.375,1465.0,122.0,4.07316,10.20294,0.8435700000000024,-0.0940800000000017,0.8487999713124431,5.963465840602641,35.47722659264969,INST_n2q2_1,2,
0.595263,0.667692,0.0,2025-01-23 15:20:17.498,1588.0,123.0,5.715779999999999,10.061519999999998,1.916389999999999,-0.164990000000003,1.9234792258301088,13.40403641693456,35.47722659264969,INST_n2q2_1,2,
0.609605,0.663222,0.0,2025-01-23 15:20:17.620,1710.0,122.0,6.576299999999997,9.793319999999998,1.0039399999999985,-0.312899999999999,1.0515711738156366,7.388087872241008,35.47722659264969,INST_n2q2_1,2,
0.6089479999999999,0.6622899999999999,0.0,2025-01-23 15:20:17.742,1832.0,122.0,6.5368799999999965,9.737399999999996,-0.0459900000000015,-0.0652400000000028,0.0798206596063983,0.5608008871643864,35.47722659264969,INST_n2q2_1,2,Exit
0.131093,0.589955,0.0,2025-01-23 15:20:17.987,2077.0,245.0,-22.13442,5.3973,-7.8959300000000034,-2.076480000000004,8.16440320876548,118.35889566592353,35.47722659264969,BG_n2q2,0,
0.125465,0.5891379999999999,0.0,2025-01-23 15:20:18.109,2199.0,122.0,-22.4721,5.348279999999996,-0.3939599999999998,-0.057190000000002,0.3980894091783906,2.796881094930168,35.47722659264969,KW_n2q2_1,3,Enter
0.124359,0.584225,0.0,2025-01-23 15:20:18.232,2322.0,123.0,-22.53846,5.0535,-0.0774199999999964,-0.3439099999999975,0.3525165875529799,2.4565615857350473,35.47722659264969,KW_n2q2_1,3,
0.124071,0.584732,0.0,2025-01-23 15:20:18.354,2444.0,122.0,-22.55574,5.083920000000002,-0.0201600000000006,0.0354900000000029,0.0408162430902236,0.2867651739359908,35.47722659264969,KW_n2q2_1,3,
0.119599,0.578499,0.0,2025-01-23 15:20:18.476,2566.0,122.0,-22.82406,4.70994,-0.3130399999999973,-0.4363100000000024,0.5369920462167018,3.7727778422719176,35.47722659264969,KW_n2q2_1,3,
0.193819,0.458106,0.0,2025-01-23 15:20:18.598,2688.0,122.0,-18.37086,-2.513639999999999,5.195399999999996,-8.427509999999998,9.900257873414205,69.55684688581408,35.47722659264969,KW_n2q2_1,3,
0.2998349999999999,0.526937,0.0,2025-01-23 15:20:18.722,2812.0,124.0,-12.009900000000005,1.6162199999999993,7.42112,4.818169999999998,8.848038438168087,61.16155602420335,35.47722659264969,KW_n2q2_1,3,
0.306062,0.575206,0.0,2025-01-23 15:20:18.842,2932.0,120.0,-11.63628,4.512359999999999,0.4358900000000023,3.3788300000000007,3.406830236598238,24.334501689987412,35.47722659264969,KW_n2q2_1,3,
0.3008699999999999,0.577041,0.0,2025-01-23 15:20:18.965,3055.0,123.0,-11.947800000000004,4.622460000000002,-0.3634400000000024,0.1284500000000026,0.3854711871203896,2.686210363208315,35.47722659264969,KW_n2q2_1,3,
0.306196,0.4924619999999999,0.0,2025-01-23 15:20:19.211,3301.0,246.0,-11.628239999999998,-0.452280000000006,0.372819999999999,-5.920530000000005,5.932256757196207,20.669884171415376,35.47722659264969,KW_n2q2_1,3,
0.221874,0.5295719999999999,0.0,2025-01-23 15:20:19.331,3421.0,120.0,-16.687559999999998,1.774319999999996,-5.902539999999998,2.597699999999998,6.448877711788305,46.063412227059345,35.47722659264969,KW_n2q2_1,3,
0.2241089999999999,0.563484,0.0,2025-01-23 15:20:19.455,3545.0,124.0,-16.55346000000001,3.809039999999999,0.1564499999999959,2.373840000000005,2.3789899007982407,16.444630650679066,35.47722659264969,KW_n2q2_1,3,
0.2257829999999999,0.577541,0.0,2025-01-23 15:20:19.576,3666.0,121.0,-16.453020000000006,4.652459999999998,0.1171800000000011,0.9839899999999986,0.9909427190811776,7.019665070232663,35.47722659264969,KW_n2q2_1,3,Exit
0.467987,0.596322,0.0,2025-01-23 15:20:19.699,3789.0,123.0,-1.9207800000000008,5.779320000000001,16.954280000000004,1.3146700000000031,17.00517472792621,118.50295977648926,35.47722659264969,BG_n2q2,0,
0.467076,0.594751,0.0,2025-01-23 15:20:19.820,3910.0,121.0,-1.9754400000000005,5.685060000000002,-0.0637699999999996,-0.1099700000000005,0.1271220429351262,0.9005103395640504,35.47722659264969,BG_n2q2,0,
