,RR-2D-xy,RR-2D-xy,RR-2D-xy,RR-2D-xy,RR-2D-xy,RR-2D-xy,RR-2D-xy,RR-2D-xy,DET-2D-xy,DET-2D-xy,DET-2D-xy,DET-2D-xy,DET-2D-xy,DET-2D-xy,DET-2D-xy,DET-2D-xy,ENT-2D-xy,ENT-2D-xy,ENT-2D-xy,ENT-2D-xy,ENT-2D-xy,ENT-2D-xy,ENT-2D-xy,ENT-2D-xy
,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max
Group,,,,,,,,,,,,,,,,,,,,,,,,
AD,100.0,0.08098440945077202,0.02438084353947184,0.0458992010068457,0.06511335170594112,0.0766089061841012,0.09078165126529311,0.1656976744186046,100.0,0.5259948013183959,0.1054558429326658,0.3446272991287512,0.46424959017822887,0.5156407656183375,0.5732810370624627,0.8462119780842622,100.0,2.115998825724182,0.41293656427375575,1.2922075383235017,1.869414179719711,2.019986166424081,2.3296856398277406,3.2524490850837013
Control,100.0,0.16023738944630064,0.11401293585841198,0.0627777777777777,0.0923203122201238,0.11088664421997754,0.150713670063869,0.5861766581632653,100.0,0.776765897475338,0.11852767631776362,0.4165413533834586,0.7129824053290855,0.8006381039197812,0.8587737479071614,0.965576592082616,100.0,2.8725802332836667,0.7321742403850305,1.0274029115419607,2.5083704286822988,2.7682580969413744,3.3850311768533725,4.475570249143869
MCI,105.0,0.12225520689138612,0.06150061532896486,0.0553799993616138,0.0824213159074151,0.1069103129594623,0.1378160793718715,0.4091322314049587,105.0,0.6261194761413925,0.14415411600889533,0.2933333333333333,0.5211310895958199,0.6074372917032099,0.7438423645320197,0.924594625240957,105.0,2.403775372662136,0.6623257449047889,0.8710241897828372,1.986591029584999,2.298199068649461,2.7646179857042013,4.244372412759509
