,RR-2D-xy,RR-2D-xy,RR-2D-xy,RR-2D-xy,RR-2D-xy,RR-2D-xy,RR-2D-xy,RR-2D-xy,DET-2D-xy,DET-2D-xy,DET-2D-xy,DET-2D-xy,DET-2D-xy,DET-2D-xy,DET-2D-xy,DET-2D-xy,ENT-2D-xy,ENT-2D-xy,ENT-2D-xy,ENT-2D-xy,ENT-2D-xy,ENT-2D-xy,ENT-2D-xy,ENT-2D-xy
,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max
Group,,,,,,,,,,,,,,,,,,,,,,,,
AD,100.0,0.06801706069532779,0.021416319720011626,0.0386911004748193,0.053009449088884976,0.0633194703662497,0.07565457747413713,0.1435983028011824,100.0,0.5002177404443053,0.1048986843267156,0.3195142378559464,0.4328603087966112,0.48327163560097136,0.5570217488658269,0.82271390561546,100.0,2.0172646217297725,0.4061643658843969,1.1591217114046235,1.7866367812597512,1.9549080880835064,2.235760256130528,3.1605643048502143
Control,100.0,0.1426196202591484,0.1007904416491757,0.0594444444444444,0.08288354866691015,0.0991776355512619,0.14068439750995382,0.5318877551020408,100.0,0.7485633135656227,0.1186123177368598,0.3858784893267651,0.7050219922628091,0.7663394293416924,0.8205298394507208,0.9462888127269936,100.0,2.7202606530399724,0.6715452956248287,0.866943997998272,2.3418456604650832,2.577659860453153,3.15233561337498,4.249356157896731
MCI,105.0,0.10580709680201263,0.0528966628184786,0.0474446614583333,0.0722628235776244,0.0959183673469387,0.1185798816568047,0.3502708907254361,105.0,0.5962812908067352,0.14264027597424908,0.288135593220339,0.4961720743711265,0.5728542914171657,0.7158439765274421,0.9033965855689728,105.0,2.2727855854868197,0.6426912779819764,0.5916727785823275,1.8919662490449,2.182391663106316,2.660866000189262,4.072565021635297
