x,y,z,abs_datetime,milliseconds,time_diff,x_deg,y_deg,x_deg_diff,y_deg_diff,dist_deg,velocity_deg_s,avg_velocity_deg_s
0.175716,0.893373,0.0,2025-01-23 15:20:44.588,243.0,122.0,-22.69988,27.536109999999997,0.5264699999999998,0.5101599999999955,0.7330988245113992,6.009006758290157,23.752523554081332
0.119172,0.888877,0.0,2025-01-23 15:20:44.710,365.0,122.0,-26.65796,27.221390000000003,-3.958079999999999,-0.3147199999999941,3.970572498368464,32.54567621613495,23.752523554081332
0.049493,0.895501,0.0,2025-01-23 15:20:44.833,488.0,123.0,-31.53549,27.68507,-4.87753,0.46367999999999654,4.8995201850079155,39.833497439088745,23.752523554081332
0.233431,0.868151,0.0,2025-01-23 15:20:44.955,610.0,122.0,-18.65983,25.77057,12.87566,-1.9145000000000003,13.017216702721054,106.69849756328732,23.752523554081332
0.282081,0.728224,0.0,2025-01-23 15:20:45.077,732.0,122.0,-15.254329999999998,15.975679999999999,3.4055000000000017,-9.79489,10.370019303844137,85.00015822823062,23.752523554081332
0.31426,0.791207,0.0,2025-01-23 15:20:45.199,854.0,122.0,-13.001800000000001,20.38449,2.2525299999999966,4.408810000000001,4.950908706187177,40.581218903173585,23.752523554081332
0.395011,0.867175,0.0,2025-01-23 15:20:45.321,976.0,122.0,-7.34923,25.702250000000003,5.652570000000001,5.317760000000003,7.760806596127754,63.613168820719295,23.752523554081332
0.487312,0.83994,0.0,2025-01-23 15:20:45.566,1221.0,245.0,-0.8881599999999984,23.7958,6.461070000000002,-1.906450000000003,6.736466221053887,27.4957804940975,23.752523554081332
0.461476,0.824252,0.0,2025-01-23 15:20:45.688,1343.0,122.0,-2.69668,22.69764,-1.808520000000002,-1.09816,2.1158213478457975,17.342797933162274,23.752523554081332
0.455531,0.837368,0.0,2025-01-23 15:20:45.810,1465.0,122.0,-3.112829999999999,23.61576,-0.4161499999999987,0.9181200000000018,1.0080303353074263,8.262543732028085,23.752523554081332
0.455727,0.830531,0.0,2025-01-23 15:20:45.932,1587.0,122.0,-3.0991100000000005,23.13717,0.0137199999999984,-0.4785900000000005,0.4787866189650672,3.9244804833202225,23.752523554081332
0.46034,0.837822,0.0,2025-01-23 15:20:46.055,1710.0,123.0,-2.776199999999998,23.647539999999996,0.3229100000000025,0.5103699999999947,0.6039440412819685,4.910114156763972,23.752523554081332
0.558488,0.829653,0.0,2025-01-23 15:20:46.177,1832.0,122.0,4.094159999999999,23.075709999999997,6.870359999999996,-0.5718299999999985,6.894116047652515,56.50914793157799,23.752523554081332
0.563727,0.837735,0.0,2025-01-23 15:20:46.299,1954.0,122.0,4.460889999999998,23.64145,0.36672999999999956,0.5657400000000017,0.6742051916887036,5.5262720630221605,23.752523554081332
0.648178,0.837999,0.0,2025-01-23 15:20:46.421,2076.0,122.0,10.372460000000002,23.659930000000003,5.911570000000004,0.018480000000003827,5.911598884844949,48.45572856430286,23.752523554081332
0.701993,0.822849,0.0,2025-01-23 15:20:46.543,2198.0,122.0,14.139509999999998,22.599430000000005,3.767049999999996,-1.0604999999999976,3.9134800309315447,32.07770517157004,23.752523554081332
0.709356,0.805633,0.0,2025-01-23 15:20:46.666,2321.0,123.0,14.654919999999999,21.394310000000004,0.515410000000001,-1.2051200000000009,1.310710373232776,10.656181896201431,23.752523554081332
0.721017,0.812526,0.0,2025-01-23 15:20:46.788,2443.0,122.0,15.471190000000002,21.87682,0.8162700000000029,0.4825099999999942,0.9482154886944207,7.7722581040526295,23.752523554081332
