x,y,z,abs_datetime,milliseconds,time_diff,x_deg,y_deg,x_deg_diff,y_deg_diff,dist_deg,velocity_deg_s,avg_velocity_deg_s
0.175104,0.92531,0.0,2025-01-23 15:21:10.645,245.0,123.0,-22.74272,29.7717,0.03556000000000381,-1.7710699999999981,1.7714269554514501,14.401845166271952,38.033019623519685
0.128935,0.914866,0.0,2025-01-23 15:21:10.767,367.0,122.0,-25.974549999999997,29.040619999999997,-3.2318299999999986,-0.7310800000000022,3.3134880587230118,27.159738186254195,38.033019623519685
0.120794,0.925165,0.0,2025-01-23 15:21:10.889,489.0,122.0,-26.54442,29.76155,-0.5698700000000017,0.7209300000000027,0.9189623941163239,7.532478640297736,38.033019623519685
0.303789,0.925179,0.0,2025-01-23 15:21:11.011,611.0,122.0,-13.734770000000001,29.762529999999998,12.809649999999998,0.0009799999999984266,12.80965003748736,104.99713145481444,38.033019623519685
0.360143,0.907586,0.0,2025-01-23 15:21:11.133,733.0,122.0,-9.789990000000001,28.53102,3.9447799999999997,-1.2315099999999966,4.132542332330062,33.873297805984116,38.033019623519685
0.37605,0.915317,0.0,2025-01-23 15:21:11.256,856.0,123.0,-8.6765,29.072190000000003,1.1134900000000005,0.541170000000001,1.2380326930255123,10.065306447361888,38.033019623519685
0.238435,0.759154,0.0,2025-01-23 15:21:11.378,978.0,122.0,-18.309549999999998,18.14078,-9.633049999999997,-10.931410000000003,14.57022226634172,119.42805136345672,38.033019623519685
0.150293,0.726667,0.0,2025-01-23 15:21:11.500,1100.0,122.0,-24.47949,15.866689999999997,-6.16994,-2.274090000000003,6.575685890589667,53.89906467696448,38.033019623519685
0.138084,0.728074,0.0,2025-01-23 15:21:11.622,1222.0,122.0,-25.334120000000002,15.96518,-0.8546300000000038,0.09849000000000352,0.8602864156779456,7.0515279973602105,38.033019623519685
0.134169,0.712256,0.0,2025-01-23 15:21:11.744,1344.0,122.0,-25.60817,14.85792,-0.274049999999999,-1.1072600000000001,1.1406700268263386,9.349754318248678,38.033019623519685
0.359401,0.746136,0.0,2025-01-23 15:21:11.867,1467.0,123.0,-9.841929999999998,17.22952,15.766240000000003,2.371600000000001,15.94361346425584,129.6228736931369,38.033019623519685
0.365945,0.731915,0.0,2025-01-23 15:21:11.989,1589.0,122.0,-9.383849999999999,16.23405,0.45807999999999893,-0.995470000000001,1.0958092020511605,8.98204263976361,38.033019623519685
0.437232,0.73667,0.0,2025-01-23 15:21:12.112,1712.0,123.0,-4.393759999999999,16.566900000000004,4.9900899999999995,0.3328500000000041,5.0011785941515825,40.65998857033807,38.033019623519685
0.480805,0.752272,0.0,2025-01-23 15:21:12.234,1834.0,122.0,-1.3436500000000011,17.659040000000005,3.0501099999999983,1.0921400000000006,3.2397439392180347,26.55527819031176,38.033019623519685
0.148794,0.414491,0.0,2025-01-23 15:21:12.478,2078.0,122.0,-24.58442,-5.9856300000000005,0.10997000000000057,-4.332090000000003,4.3334855681079665,35.52037350908169,38.033019623519685
0.0719,0.312203,0.0,2025-01-23 15:21:12.600,2200.0,122.0,-29.967,-13.14579,-5.382579999999997,-7.160159999999999,8.95768154613681,73.42361923062958,38.033019623519685
0.159363,0.304778,0.0,2025-01-23 15:21:12.722,2322.0,122.0,-23.844589999999997,-13.66554,6.122410000000002,-0.5197500000000002,6.144431972981719,50.36419649985015,38.033019623519685
0.302705,0.4773,0.0,2025-01-23 15:21:12.844,2444.0,122.0,-13.810649999999999,-1.589,10.033939999999998,12.07654,15.701043605289426,128.69707873188054,38.033019623519685
0.316904,0.5242,0.0,2025-01-23 15:21:12.966,2566.0,122.0,-12.816719999999998,1.694,0.9939300000000006,3.283,3.430158282776467,28.116051498167764,38.033019623519685
0.311915,0.518695,0.0,2025-01-23 15:21:13.089,2689.0,123.0,-13.16595,1.3086500000000012,-0.34923000000000215,-0.38534999999999875,0.5200540504601426,4.22808171105807,38.033019623519685
0.456536,0.494325,0.0,2025-01-23 15:21:13.211,2811.0,122.0,-3.0424800000000003,-0.397249999999999,10.123470000000001,-1.7059000000000002,10.266194019737792,84.14913130932617,38.033019623519685
0.474077,0.499021,0.0,2025-01-23 15:21:13.333,2933.0,122.0,-1.8146099999999983,-0.06853000000000053,1.227870000000002,0.32871999999999846,1.2711103710142577,10.418937467329982,38.033019623519685
0.423536,0.497635,0.0,2025-01-23 15:21:13.456,3056.0,123.0,-5.352479999999998,-0.16555000000000042,-3.53787,-0.09701999999999988,3.5392000533030057,28.77398417319517,38.033019623519685
0.416326,0.487231,0.0,2025-01-23 15:21:13.578,3178.0,122.0,-5.857180000000001,-0.8938299999999982,-0.5047000000000033,-0.7282799999999978,0.886066503373195,7.2628401915835665,38.033019623519685
0.330808,0.440327,0.0,2025-01-23 15:21:13.822,3422.0,244.0,-11.843440000000001,-4.177109999999998,-5.98626,-3.28328,6.827535158898854,27.981701470896944,38.033019623519685
0.330315,0.493054,0.0,2025-01-23 15:21:13.944,3544.0,122.0,-11.877949999999998,-0.48622000000000054,-0.034509999999997376,3.690889999999998,3.691051331558528,30.254519111135476,38.033019623519685
0.362212,0.534117,0.0,2025-01-23 15:21:14.067,3667.0,123.0,-9.64516,2.3881899999999967,2.232789999999998,2.8744099999999975,3.639723070811841,29.591244478145047,38.033019623519685
0.428582,0.536523,0.0,2025-01-23 15:21:14.189,3789.0,122.0,-4.999259999999999,2.5566099999999983,4.645900000000002,0.16842000000000157,4.648951721237813,38.10616164949027,38.033019623519685
0.426898,0.552587,0.0,2025-01-23 15:21:14.312,3912.0,123.0,-5.11714,3.6810900000000037,-0.11788000000000132,1.1244800000000055,1.1306418375418508,9.19221006131586,38.033019623519685
0.444732,0.440814,0.0,2025-01-23 15:21:14.434,4034.0,122.0,-3.868759999999999,-4.143020000000001,1.248380000000001,-7.824110000000005,7.923077048502058,64.94325449591851,38.033019623519685
0.408795,0.461652,0.0,2025-01-23 15:21:14.556,4156.0,122.0,-6.384349999999999,-2.6843599999999994,-2.5155899999999995,1.4586600000000014,2.907899937016403,23.835245385380354,38.033019623519685
0.407434,0.499963,0.0,2025-01-23 15:21:14.678,4278.0,122.0,-6.479619999999999,-0.0025900000000006473,-0.09527000000000019,2.681769999999999,2.6834617019439637,21.995587720852164,38.033019623519685
0.40896,0.508349,0.0,2025-01-23 15:21:14.800,4400.0,122.0,-6.372800000000001,0.5844300000000036,0.10681999999999814,0.5870200000000042,0.5966598635738829,4.890654619458056,38.033019623519685
0.473633,0.493573,0.0,2025-01-23 15:21:14.922,4522.0,122.0,-1.845689999999998,-0.4498900000000011,4.527110000000002,-1.0343200000000046,4.643763862913362,38.06363822060133,38.033019623519685
0.66926,0.479712,0.0,2025-01-23 15:21:15.044,4644.0,122.0,11.848199999999999,-1.420159999999998,13.693889999999996,-0.970269999999997,13.728220831739264,112.52640026015791,38.033019623519685
0.678125,0.483547,0.0,2025-01-23 15:21:15.167,4767.0,123.0,12.468749999999998,-1.1517099999999996,0.6205499999999997,0.2684499999999985,0.6761269888120122,5.496967388715546,38.033019623519685
0.741182,0.487317,0.0,2025-01-23 15:21:15.289,4889.0,122.0,16.882740000000002,-0.88781,4.413990000000004,0.2638999999999996,4.421871880787596,36.244851481865545,38.033019623519685
0.737109,0.402675,0.0,2025-01-23 15:21:15.411,5011.0,122.0,16.597630000000002,-6.812749999999999,-0.28510999999999953,-5.924939999999999,5.9317958255236665,48.62127725839071,38.033019623519685
0.736967,0.458026,0.0,2025-01-23 15:21:15.533,5133.0,122.0,16.587690000000002,-2.938180000000001,-0.009940000000000282,3.8745699999999985,3.8745827502455006,31.7588750020123,38.033019623519685
0.498482,0.754063,0.0,2025-01-23 15:21:15.778,5378.0,123.0,-0.10626000000000135,17.78441,-0.24472000000000382,0.8894199999999977,0.9224726634432034,7.499777751570759,38.033019623519685
0.476327,0.752007,0.0,2025-01-23 15:21:15.900,5500.0,122.0,-1.6571099999999999,17.64049,-1.5508499999999985,-0.14392000000000138,1.5575136239853558,12.766505114634064,38.033019623519685
0.423649,0.731775,0.0,2025-01-23 15:21:16.022,5622.0,122.0,-5.34457,16.224249999999998,-3.68746,-1.416240000000002,3.950075567530323,32.37766858631413,38.033019623519685
0.418361,0.719795,0.0,2025-01-23 15:21:16.145,5745.0,123.0,-5.714730000000001,15.385649999999998,-0.37016000000000115,-0.8385999999999996,0.9166615436462905,7.452532875173094,38.033019623519685
0.302239,0.652949,0.0,2025-01-23 15:21:16.267,5867.0,122.0,-13.843270000000002,10.706430000000001,-8.128540000000001,-4.679219999999997,9.37913974413432,76.8781946240518,38.033019623519685
0.297274,0.65789,0.0,2025-01-23 15:21:16.389,5989.0,122.0,-14.19082,11.052299999999999,-0.34754999999999825,0.3458699999999979,0.4903234232626434,4.019044452972487,38.033019623519685
0.20377,0.634902,0.0,2025-01-23 15:21:16.512,6112.0,123.0,-20.7361,9.443139999999998,-6.54528,-1.609160000000001,6.740184432491444,54.79824741862963,38.033019623519685
0.195542,0.635289,0.0,2025-01-23 15:21:16.634,6234.0,122.0,-21.31206,9.470229999999999,-0.5759599999999985,0.02709000000000117,0.5765967305665185,4.726202709561627,38.033019623519685
0.192138,0.584491,0.0,2025-01-23 15:21:16.756,6356.0,122.0,-21.55034,5.914369999999999,-0.2382799999999996,-3.55586,3.5638346900494695,29.21175975450385,38.033019623519685
0.127718,0.503369,0.0,2025-01-23 15:21:16.878,6478.0,122.0,-26.05974,0.23582999999999688,-4.509400000000003,-5.678540000000002,7.251241610345089,59.43640664217286,38.033019623519685
0.158383,0.626983,0.0,2025-01-23 15:21:17.000,6600.0,122.0,-23.91319,8.888809999999998,2.1465500000000013,8.652980000000001,8.915253209129846,73.07584597647416,38.033019623519685
0.257974,0.650169,0.0,2025-01-23 15:21:17.122,6722.0,122.0,-16.94182,10.51183,6.97137,1.6230200000000021,7.157806479453046,58.67054491354956,38.033019623519685
0.257598,0.662552,0.0,2025-01-23 15:21:17.245,6845.0,123.0,-16.968140000000002,11.378640000000003,-0.026320000000001897,0.8668100000000027,0.8672095009281234,7.050483747383117,38.033019623519685
0.257878,0.656099,0.0,2025-01-23 15:21:17.367,6967.0,122.0,-16.94854,10.926929999999999,0.019600000000000506,-0.45171000000000383,0.45213502861424426,3.70602482470692,38.033019623519685
0.461179,0.699827,0.0,2025-01-23 15:21:17.489,7089.0,122.0,-2.7174699999999996,13.987889999999998,14.231070000000003,3.0609599999999997,14.556539062101955,119.31589395165537,38.033019623519685
0.466828,0.704176,0.0,2025-01-23 15:21:17.611,7211.0,122.0,-2.3220399999999985,14.292320000000002,0.39543000000000106,0.30443000000000353,0.49904159125267605,4.090504846333411,38.033019623519685
0.457024,0.715726,0.0,2025-01-23 15:21:17.733,7333.0,122.0,-3.008320000000001,15.100819999999999,-0.6862800000000027,0.8084999999999969,1.060496340587745,8.692592955637254,38.033019623519685
0.479595,0.725157,0.0,2025-01-23 15:21:17.855,7455.0,122.0,-1.4283500000000005,15.760990000000003,1.5799700000000008,0.6601700000000044,1.7123462353741454,14.035624880115945,38.033019623519685
