,RR-2D-xy,RR-2D-xy,RR-2D-xy,RR-2D-xy,RR-2D-xy,RR-2D-xy,RR-2D-xy,RR-2D-xy,DET-2D-xy,DET-2D-xy,DET-2D-xy,DET-2D-xy,DET-2D-xy,DET-2D-xy,DET-2D-xy,DET-2D-xy,ENT-2D-xy,ENT-2D-xy,ENT-2D-xy,ENT-2D-xy,ENT-2D-xy,ENT-2D-xy,ENT-2D-xy,ENT-2D-xy
,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max
Group,,,,,,,,,,,,,,,,,,,,,,,,
AD,100.0,0.04545960475042413,0.015268571236835806,0.0258686119075729,0.03489991974801055,0.04207052783894305,0.05043311069197,0.104516479317903,100.0,0.6803112751616179,0.0740264343846098,0.5358462675535847,0.6287197642741771,0.6804478306524748,0.7240797519089552,0.8793650793650793,100.0,1.7735654257080387,0.3504656474997406,1.0299361283691404,1.5697256895374727,1.7241024077204925,1.9085116604107846,2.733178890223254
Control,100.0,0.10485679629812639,0.07007448197094156,0.0488888888888888,0.06437074253245426,0.07594508691541105,0.10661230705861943,0.3922592474489796,100.0,0.8455089160185304,0.07308574728308131,0.6139240506329114,0.8227017055806953,0.8580542264752791,0.8951179084307201,0.9611964430072756,100.0,2.397648320816371,0.5664697383284365,0.8225746626043482,2.0516665139017434,2.425579067863829,2.7069932359701365,3.7518804406330895
MCI,105.0,0.07368961223743911,0.03490583219683831,0.0296495225694444,0.0493818728228946,0.067076012170719,0.0856198347107438,0.2261478420569329,105.0,0.7537025021532524,0.08500938434260175,0.5835777126099707,0.6949042518662771,0.7435897435897436,0.8056509695290859,0.9463216266173752,105.0,1.981210251907419,0.5274162583520152,0.8225746626043482,1.6615837689948847,1.8957419665538613,2.317628969541436,3.6981190261394494
