,RR-2D-xy,RR-2D-xy,RR-2D-xy,RR-2D-xy,RR-2D-xy,RR-2D-xy,RR-2D-xy,RR-2D-xy,DET-2D-xy,DET-2D-xy,DET-2D-xy,DET-2D-xy,DET-2D-xy,DET-2D-xy,DET-2D-xy,DET-2D-xy,ENT-2D-xy,ENT-2D-xy,ENT-2D-xy,ENT-2D-xy,ENT-2D-xy,ENT-2D-xy,ENT-2D-xy,ENT-2D-xy
,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max
Group,,,,,,,,,,,,,,,,,,,,,,,,
AD,100.0,0.09475975675583413,0.027582452152684296,0.0539082015979863,0.07677080132899891,0.0881972626455822,0.10502813686017202,0.1967955651703623,100.0,0.5509847206363685,0.10654729255440662,0.352506162695152,0.4783986875640873,0.539950684032336,0.6025690636682621,0.8677029360967184,100.0,2.198709586646885,0.39193421737504314,1.4873936490394806,1.9169129699611491,2.091401545302874,2.394721326739163,3.380093796732001
Control,100.0,0.17644244826919914,0.1250790460095375,0.0694444444444444,0.100163692781317,0.12532579753978504,0.1641151149280934,0.6264349489795918,100.0,0.7961737795410163,0.11698542302645454,0.4746543778801843,0.7387856729910127,0.8174458347816012,0.8749139676155993,0.9788111675567712,100.0,3.0129069515088953,0.756409329010582,1.086312840741288,2.5805730091257617,2.9374892663221304,3.4948856502494903,4.686147008827712
MCI,105.0,0.13884816826610938,0.06898447964269018,0.0655941779182227,0.096588134765625,0.1217037545338692,0.1531394035591099,0.4592011019283746,105.0,0.6600473108674224,0.13696698207380906,0.3989071038251366,0.5578947368421052,0.6416040100250626,0.7703308431163287,0.937937722228208,105.0,2.521748166175478,0.6547551274428978,0.8828597725911205,2.0539401051903203,2.430796293029518,2.898896773840633,4.333660996751789
