,RR-2D-xy,RR-2D-xy,RR-2D-xy,RR-2D-xy,RR-2D-xy,RR-2D-xy,RR-2D-xy,RR-2D-xy,DET-2D-xy,DET-2D-xy,DET-2D-xy,DET-2D-xy,DET-2D-xy,DET-2D-xy,DET-2D-xy,DET-2D-xy,ENT-2D-xy,ENT-2D-xy,ENT-2D-xy,ENT-2D-xy,ENT-2D-xy,ENT-2D-xy,ENT-2D-xy,ENT-2D-xy
,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max
Group,,,,,,,,,,,,,,,,,,,,,,,,
AD,100.0,0.01382086399627944,0.005532490355431653,0.0066463707739144,0.009928464006146276,0.01223541480035015,0.01532274754756855,0.031679963001503,100.0,0.7953072023368821,0.05116329782014425,0.6787330316742082,0.7619113719283417,0.7960354720918101,0.8327083333333334,0.9087591240875912,100.0,1.7707331096924321,0.47229462273703565,0.2580186686648155,1.5197417576888583,1.7127983834271658,2.011873189570281,3.1603751680923504
Control,100.0,0.04288689036403204,0.02275760605395993,0.0184487204919658,0.0282692165411547,0.03590360201517895,0.047838538749778,0.1413058778579903,100.0,0.8503292886414165,0.044300444213997967,0.7055346587855992,0.8181818181818182,0.8564926222321712,0.8804301075268817,0.9477611940298508,100.0,2.062668778266527,0.5872606513663641,0.0,1.7293492140467979,2.1155750113765945,2.4297439626888444,3.230252469279703
MCI,105.0,0.024716694664060762,0.011721867182470709,0.007601115284718,0.015693535233309,0.0219754253308128,0.0334993209597102,0.0598920133578852,105.0,0.7957635096910155,0.05852404345297015,0.6097560975609756,0.755868544600939,0.7890547263681592,0.8414096916299559,0.9440601503759398,105.0,1.8330010346867278,0.531592643806019,0.3912435636292556,1.5020810097972257,1.8156456029413672,2.1841241072117548,3.5667324805111247
