,RR-2D-xy,RR-2D-xy,RR-2D-xy,RR-2D-xy,RR-2D-xy,RR-2D-xy,RR-2D-xy,RR-2D-xy,DET-2D-xy,DET-2D-xy,DET-2D-xy,DET-2D-xy,DET-2D-xy,DET-2D-xy,DET-2D-xy,DET-2D-xy,ENT-2D-xy,ENT-2D-xy,ENT-2D-xy,ENT-2D-xy,ENT-2D-xy,ENT-2D-xy,ENT-2D-xy,ENT-2D-xy
,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max
Group,,,,,,,,,,,,,,,,,,,,,,,,
AD,100.0,0.10914314708471322,0.03075670672927882,0.0628325165424,0.08973046634065446,0.10302805376257615,0.11938122010125488,0.2239048134126555,100.0,0.5771696498014981,0.10721269325147374,0.359777313848295,0.4970901049108644,0.5723525448643352,0.633226921064028,0.8830952636666308,100.0,2.273932279328016,0.3968437617691304,1.6313573866033455,2.0125397166267285,2.197200092447469,2.444181178531829,3.4456462764064875
Control,100.0,0.1919211973950189,0.13425564461678013,0.0794444444444444,0.11166496816357575,0.13499473625595565,0.17337733761878785,0.658561862244898,100.0,0.8164266371059916,0.11284323779015133,0.4925373134328358,0.7611640089138425,0.8380778058630407,0.89132104964211,0.9842903799247592,100.0,3.134238670619159,0.7629114679954114,1.3778903318832147,2.7321097439099082,2.9880523801105454,3.578803259777387,5.101298690663483
MCI,105.0,0.15471489483007125,0.07535844367251544,0.0764467426346196,0.10858154296875,0.1373884913243799,0.1698948331047096,0.4991873278236914,105.0,0.6881004994531469,0.13255263732670589,0.467600700525394,0.5856524427952999,0.6686390532544378,0.7871602082128398,0.95037022213328,105.0,2.6269979019290175,0.6734294901449926,1.4547478309624633,2.1127078129517507,2.4852298128528885,3.0342076564439733,4.467261117759726
