x,y,z,abs_datetime,milliseconds,time_diff,x_deg,y_deg,x_deg_diff,y_deg_diff,dist_deg,velocity_deg_s,avg_velocity_deg_s
0.145716,0.793373,0.0,2025-01-23 15:20:44.588,243.0,122.0,-22.69988,27.53611,0.5264699999999998,0.5101599999999955,0.7330988245113992,6.009006758290157,23.75252355408133
0.089172,0.788877,0.0,2025-01-23 15:20:44.710,365.0,122.0,-26.65796,27.221390000000003,-3.958079999999999,-0.3147199999999941,3.970572498368464,32.54567621613495,23.75252355408133
0.019493,0.795501,0.0,2025-01-23 15:20:44.833,488.0,123.0,-31.53549,27.68507,-4.87753,0.4636799999999965,4.899520185007916,39.833497439088745,23.75252355408133
0.203431,0.768151,0.0,2025-01-23 15:20:44.955,610.0,122.0,-18.65983,25.77057,12.87566,-1.9145000000000003,13.017216702721054,106.69849756328732,23.75252355408133
0.252081,0.628224,0.0,2025-01-23 15:20:45.077,732.0,122.0,-15.254329999999998,15.97568,3.4055000000000017,-9.79489,10.370019303844137,85.00015822823062,23.75252355408133
0.2842599999999999,0.691207,0.0,2025-01-23 15:20:45.199,854.0,122.0,-13.0018,20.38449,2.2525299999999966,4.408810000000001,4.950908706187177,40.58121890317359,23.75252355408133
0.365011,0.767175,0.0,2025-01-23 15:20:45.321,976.0,122.0,-7.34923,25.702250000000003,5.652570000000001,5.317760000000003,7.760806596127754,63.613168820719295,23.75252355408133
0.457312,0.73994,0.0,2025-01-23 15:20:45.566,1221.0,245.0,-0.8881599999999984,23.7958,6.461070000000002,-1.906450000000003,6.736466221053887,27.4957804940975,23.75252355408133
0.4314759999999999,0.724252,0.0,2025-01-23 15:20:45.688,1343.0,122.0,-2.69668,22.69764,-1.808520000000002,-1.09816,2.115821347845797,17.342797933162274,23.75252355408133
0.425531,0.737368,0.0,2025-01-23 15:20:45.810,1465.0,122.0,-3.112829999999999,23.61576,-0.4161499999999987,0.9181200000000018,1.0080303353074265,8.262543732028085,23.75252355408133
