,RR-2D-xy,RR-2D-xy,RR-2D-xy,RR-2D-xy,RR-2D-xy,RR-2D-xy,RR-2D-xy,RR-2D-xy,DET-2D-xy,DET-2D-xy,DET-2D-xy,DET-2D-xy,DET-2D-xy,DET-2D-xy,DET-2D-xy,DET-2D-xy,ENT-2D-xy,ENT-2D-xy,ENT-2D-xy,ENT-2D-xy,ENT-2D-xy,ENT-2D-xy,ENT-2D-xy,ENT-2D-xy
,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max
Group,,,,,,,,,,,,,,,,,,,,,,,,
AD,100.0,0.01748996478773746,0.007411595155874334,0.0086260862184214,0.012102601226857475,0.0154593329163833,0.01902356677171345,0.0467971215755586,100.0,0.771237250681934,0.050433722572033095,0.6504201680672269,0.7351384998443822,0.7732691256628802,0.8083954039139691,0.8819875776397516,100.0,1.7935268098209685,0.41230319502411145,0.7538275145266042,1.5202943830110693,1.7397044076228247,2.0243314730413173,3.0296074045167045
Control,100.0,0.05550644138018223,0.03542260893934032,0.0204324538781987,0.03363831768238438,0.0430445153061224,0.057926961701100725,0.2093949204689416,100.0,0.8603842830622868,0.04918913548691373,0.6781609195402298,0.827712724434036,0.8678778877552058,0.8947358735358257,0.9504504504504504,100.0,2.239541289951401,0.5720780957443854,0.7742433029172697,1.8809275518943966,2.304487446051464,2.575186499407482,3.5861369261063385
MCI,105.0,0.032155367971993344,0.016610864145342682,0.0092781326479831,0.0200140332119349,0.0277777777777777,0.038966049382716,0.0908052620308049,105.0,0.7917198669014397,0.06282977132205865,0.5882352941176471,0.75,0.7920353982300885,0.8264150943396227,0.9566130160951716,105.0,1.9274354591259215,0.5417950294968674,0.5566343865403603,1.6124884273468671,1.89579619862834,2.276514957850759,3.772863841252956
