,RR-2D-xy,RR-2D-xy,RR-2D-xy,RR-2D-xy,RR-2D-xy,RR-2D-xy,RR-2D-xy,RR-2D-xy,DET-2D-xy,DET-2D-xy,DET-2D-xy,DET-2D-xy,DET-2D-xy,DET-2D-xy,DET-2D-xy,DET-2D-xy,ENT-2D-xy,ENT-2D-xy,ENT-2D-xy,ENT-2D-xy,ENT-2D-xy,ENT-2D-xy,ENT-2D-xy,ENT-2D-xy
,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max
Group,,,,,,,,,,,,,,,,,,,,,,,,
AD,100.0,0.04545960475042413,0.015268571236835806,0.0258686119075729,0.03489991974801055,0.04207052783894305,0.05043311069197,0.104516479317903,100.0,0.45618066254049333,0.0960680558282669,0.3028485757121439,0.3956195926981299,0.44130921272292295,0.5007366830631821,0.7371303395399781,100.0,1.8354037965009788,0.41031346086606346,0.7804828278806267,1.5574486172357562,1.8017624833037995,2.132776906572686,2.931490225874526
Control,100.0,0.10485679629812639,0.07007448197094156,0.0488888888888888,0.06437074253245426,0.07594508691541105,0.10661230705861943,0.3922592474489796,100.0,0.6837978117632325,0.1152870100517698,0.310126582278481,0.6416558648643088,0.6871596762325238,0.7575232680168066,0.915925626515764,100.0,2.4149660375125275,0.6135424909502366,0.7219280948873623,2.0280397623005695,2.506393281062002,2.8343879024201915,3.836768467387
MCI,105.0,0.07368961223743911,0.03490583219683831,0.0296495225694444,0.0493818728228946,0.067076012170719,0.0856198347107438,0.2261478420569329,105.0,0.5366464140378986,0.12903935399559768,0.305215161014534,0.4285714285714285,0.5164835164835165,0.6125166444740346,0.887467652495379,105.0,2.057233065594376,0.5674279186806312,0.7219280948873623,1.7065741572669988,1.9792348492836576,2.4665136766646367,3.849595796360396
