,RR-2D-xy,RR-2D-xy,RR-2D-xy,RR-2D-xy,RR-2D-xy,RR-2D-xy,RR-2D-xy,RR-2D-xy,DET-2D-xy,DET-2D-xy,DET-2D-xy,DET-2D-xy,DET-2D-xy,DET-2D-xy,DET-2D-xy,DET-2D-xy,ENT-2D-xy,ENT-2D-xy,ENT-2D-xy,ENT-2D-xy,ENT-2D-xy,ENT-2D-xy,ENT-2D-xy,ENT-2D-xy
,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max
Group,,,,,,,,,,,,,,,,,,,,,,,,
AD,100.0,0.08098440945077202,0.02438084353947184,0.0458992010068457,0.06511335170594112,0.0766089061841012,0.09078165126529311,0.1656976744186046,100.0,0.74833117368209,0.07063077530646666,0.6005335111703901,0.7088359897309036,0.7443542958463583,0.7922477585971393,0.9401725549467852,100.0,2.048746820562929,0.37000195804061664,1.373360932329519,1.8352621312687678,1.988661674720218,2.219981622531735,3.2337590756826406
Control,100.0,0.16023738944630064,0.11401293585841198,0.0627777777777777,0.0923203122201238,0.11088664421997754,0.150713670063869,0.5861766581632653,100.0,0.8979915123555222,0.06444104509073445,0.6649214659685864,0.8702435312024352,0.9152553643129331,0.943049545314647,0.9860445643578174,100.0,2.8748759063432847,0.6653427631419515,1.363029665729159,2.4713006593251725,2.7717478425689457,3.26664522577443,4.480960181221433
MCI,105.0,0.12225520689138612,0.06150061532896486,0.0553799993616138,0.0824213159074151,0.1069103129594623,0.1378160793718715,0.4091322314049587,105.0,0.8204394698098627,0.08021363648471287,0.5733333333333334,0.7636526410026858,0.8153241650294696,0.8835830021400184,0.9737792344869728,105.0,2.3387730762328283,0.6274235324257373,1.0232394825140858,1.8886403135266367,2.2187607977769987,2.7018701787207613,4.1109186648872615
