,RR-2D-xy,RR-2D-xy,RR-2D-xy,RR-2D-xy,RR-2D-xy,RR-2D-xy,RR-2D-xy,RR-2D-xy,DET-2D-xy,DET-2D-xy,DET-2D-xy,DET-2D-xy,DET-2D-xy,DET-2D-xy,DET-2D-xy,DET-2D-xy,ENT-2D-xy,ENT-2D-xy,ENT-2D-xy,ENT-2D-xy,ENT-2D-xy,ENT-2D-xy,ENT-2D-xy,ENT-2D-xy
,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max
Group,,,,,,,,,,,,,,,,,,,,,,,,
AD,100.0,0.09475975675583413,0.027582452152684296,0.0539082015979863,0.07677080132899891,0.0881972626455822,0.10502813686017202,0.1967955651703623,100.0,0.7680582211529965,0.06747235262724559,0.6219128872923215,0.7217331854325002,0.7653685325404316,0.806041555150257,0.9473805411629246,100.0,2.1315630976648707,0.37269347958745613,1.3981311429508003,1.8911432371060062,2.064054027179848,2.319963750699676,3.367877074356
Control,100.0,0.17644244826919914,0.1250790460095375,0.0694444444444444,0.100163692781317,0.12532579753978504,0.1641151149280934,0.6264349489795918,100.0,0.9077722218697629,0.06217317089213059,0.6923076923076923,0.8796948286649053,0.9233978576523985,0.9495417417252239,0.99096869436846,100.0,3.0034647369585445,0.6967162233803477,1.3976372505085568,2.5644838059718085,2.8986945637825663,3.380458367661306,4.70764119420982
MCI,105.0,0.13884816826610938,0.06898447964269018,0.0655941779182227,0.096588134765625,0.1217037545338692,0.1531394035591099,0.4592011019283746,105.0,0.8411090772406857,0.07270280606225508,0.6827685652487383,0.7839080459770115,0.8364983788791107,0.8993464052287582,0.9784901106972352,105.0,2.47041569408148,0.6244363611441405,1.2830599371902356,2.021261418763145,2.31297192249084,2.7859447013895395,4.268438554863838
