,RR-2D-xy,RR-2D-xy,RR-2D-xy,RR-2D-xy,RR-2D-xy,RR-2D-xy,RR-2D-xy,RR-2D-xy,DET-2D-xy,DET-2D-xy,DET-2D-xy,DET-2D-xy,DET-2D-xy,DET-2D-xy,DET-2D-xy,DET-2D-xy,ENT-2D-xy,ENT-2D-xy,ENT-2D-xy,ENT-2D-xy,ENT-2D-xy,ENT-2D-xy,ENT-2D-xy,ENT-2D-xy
,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max
Group,,,,,,,,,,,,,,,,,,,,,,,,
AD,100.0,0.05562107469322907,0.018278648078461385,0.0319787952174825,0.04309958092859525,0.05174960343614255,0.061432185830713325,0.1240523638118602,100.0,0.7015187431685574,0.07536970524943253,0.5410029498525074,0.6538640959193789,0.6989905875196158,0.7388901124966115,0.907116226292754,100.0,1.8537572969437839,0.35417593129979064,1.1212848431351148,1.637599115594413,1.8249803074355602,2.0071550855214784,2.878528192458926
Control,100.0,0.12299039179264365,0.08568006753813624,0.0522222222222222,0.07347171645858103,0.08768200658943565,0.1232424923582206,0.4634486607142857,100.0,0.8630039590964057,0.07031813281554525,0.6387096774193548,0.8266443012271563,0.8772154993277106,0.9115104083707396,0.9644372130861758,100.0,2.546730534749078,0.5888613513719969,0.9123163027543336,2.1510312263931497,2.53651531809059,2.96740101100562,4.0019924230141095
MCI,105.0,0.08894391311446767,0.043701500282583516,0.0378960503472222,0.0593209142555159,0.0808782135485081,0.1008264462809917,0.2859504132231405,105.0,0.7775685893421893,0.08314241477728765,0.6202878684030158,0.7197709666554395,0.7635733538698498,0.834941050375134,0.9578053473097592,105.0,2.0942298409915363,0.5576675099506533,0.7230020642792742,1.71970297194581,1.9628763886961924,2.4364276119909536,3.689336735271528
